State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
PA,69.0,415,No,No,0,143.6,88.0,141.8,86.0,194.0,83,10.8,5.0,3.0,False
CT,90.0,415,No,No,0,37.8,80.0,155.3,105.0,175.0,111,14.2,5.0,3.0,False
MN,98.0,415,No,No,0,72.8,107.0,186.4,103.0,175.3,110,10.5,4.0,3.0,False
WY,90.0,408,No,Yes,39,94.8,89.0,219.1,91.0,197.4,65,11.4,5.0,1.0,False
PA,174.0,415,No,Yes,15,221.8,143.0,210.6,115.0,221.8,109,12.4,9.0,1.0,False
PA,79.0,415,No,No,0,268.3,114.0,185.5,111.0,264.6,88,6.3,7.0,1.0,True
VT,99.0,415,No,No,0,115.5,75.0,218.1,111.0,254.9,98,11.5,7.0,3.5,True
ID,114.0,415,No,No,0,202.1,100.0,195.7,102.0,291.8,120,13.3,5.0,2.0,False
PA,141.0,510,No,No,0,215.6,113.0,200.6,81.0,153.8,107,12.4,6.0,1.0,False
NM,132.0,408,No,No,0,169.9,107.0,209.4,121.0,206.1,79,11.5,2.0,1.0,False
FL,133.0,510,No,No,0,201.7,85.0,169.4,116.0,286.3,80,6.0,4.0,0.0,False
TX,133.0,408,No,No,0,221.1,133.0,160.2,140.0,161.8,84,8.4,3.0,3.5,False
VT,93.0,510,No,Yes,32,218.7,117.0,115.0,61.0,192.7,85,9.4,5.0,2.0,False
OR,140.0,415,No,No,0,120.3,108.0,240.4,84.0,216.4,74,7.7,3.0,3.5,True
FL,144.0,510,No,No,0,278.5,95.0,240.7,90.0,120.0,90,11.6,5.0,1.0,True
ID,24.0,408,No,Yes,29,236.3,105.0,190.8,114.0,129.0,105,7.2,2.0,3.0,False
MD,54.0,415,No,No,0,273.8,113.0,119.6,154.5,267.6,117,11.7,3.0,1.0,False
WV,50.0,408,No,No,0,131.1,129.0,160.5,94.0,206.9,88,5.6,9.0,3.5,True
ID,92.0,415,No,Yes,23,167.4,83.0,258.6,129.0,116.4,110,11.2,3.0,3.5,False
NV,96.0,408,No,No,0,197.7,68.0,250.5,53.0,181.2,67,10.5,3.0,3.0,False
SC,102.0,408,No,No,0,174.5,73.0,213.7,114.0,164.7,116,10.3,5.0,3.5,False
NE,99.0,415,No,No,0,200.0,66.0,107.9,104.0,233.7,82,11.4,2.0,3.0,False
ME,36.0,510,No,Yes,25,152.8,110.0,242.8,67.0,147.4,74,9.1,2.0,1.0,False
MI,70.0,510,No,No,0,129.9,102.0,208.7,133.0,231.4,93,14.3,3.0,1.0,False
AZ,109.0,415,Yes,No,0,268.4,85.0,150.6,131.0,297.9,84,9.7,8.0,2.0,True
AZ,100.0,415,No,No,0,188.5,152.0,148.3,115.0,179.8,88,15.2,5.0,2.0,False
MA,80.0,510,No,No,0,149.8,123.0,276.3,75.0,241.4,75,10.9,7.0,2.0,False
SC,100.0,510,No,No,0,115.9,87.0,111.3,56.0,170.2,77,7.1,4.0,1.0,False
WV,50.0,510,No,No,0,131.7,108.0,216.5,103.0,196.1,126,11.0,5.0,1.0,False
MS,105.0,415,No,No,0,101.4,48.0,159.1,119.0,259.2,53,12.2,2.0,1.0,False
VA,113.0,415,No,Yes,23,149.0,104.0,235.8,67.0,201.8,76,9.5,5.0,3.5,False
MS,111.0,415,No,Yes,36,96.8,123.0,170.6,105.0,166.0,85,13.4,4.0,2.0,False
NM,161.0,408,No,No,0,107.5,121.0,256.4,46.5,247.2,131,12.6,3.0,2.0,False
TX,70.0,415,No,No,0,232.8,95.0,303.4,111.0,255.6,104,12.9,7.0,0.0,True
HI,97.0,415,No,Yes,43,121.1,105.0,260.2,115.0,222.4,100,8.3,5.0,3.0,False
WA,130.0,510,No,No,0,124.3,70.0,270.7,99.0,239.5,83,3.5,6.0,0.0,False
WI,92.0,415,No,No,0,157.7,101.0,298.6,100.0,216.9,99,13.8,3.0,1.0,False
CO,119.0,408,No,No,0,124.3,68.0,207.1,88.0,157.4,93,14.8,1.0,0.0,False
NV,115.0,415,No,No,0,286.4,125.0,205.7,74.0,191.4,141,6.9,6.0,1.0,True
VA,127.0,408,No,Yes,25,173.0,91.0,245.8,64.0,300.0,99,4.8,3.0,0.0,False
ND,153.0,415,No,Yes,31,218.5,130.0,134.2,103.0,118.9,105,9.4,6.0,0.0,False
HI,79.0,415,No,No,0,41.9,124.0,211.0,95.0,237.9,55,11.4,5.0,1.0,False
ND,35.0,415,No,No,0,260.8,87.0,258.1,78.0,131.3,123,5.8,2.0,1.0,False
MN,68.0,510,No,No,0,226.7,94.0,168.4,129.0,188.7,117,10.2,1.0,0.0,False
DC,60.0,408,No,No,0,179.3,147.0,208.9,89.0,248.2,98,13.5,6.0,1.0,True
MT,71.0,510,No,Yes,23,175.7,82.0,258.9,136.0,268.4,152,14.1,7.0,1.0,False
WV,124.0,415,No,No,0,157.4,107.0,167.8,112.0,188.8,102,8.8,3.0,3.0,False
ME,23.0,510,No,No,0,113.1,74.0,168.8,95.0,262.9,126,6.9,2.0,1.0,True
WY,206.5,415,No,No,0,182.7,142.0,246.5,63.0,218.0,103,8.8,2.0,1.0,False
NY,181.0,415,Yes,No,0,161.3,83.0,124.4,83.0,262.0,98,14.1,3.0,0.0,True
VT,63.0,415,No,No,0,142.5,92.0,208.3,102.0,228.9,120,7.5,2.0,2.0,False
NC,54.0,415,Yes,No,0,190.5,108.0,259.7,108.0,141.5,111,9.7,2.0,2.0,True
MO,80.0,408,Yes,Yes,15,159.3,110.0,170.6,120.0,141.2,82,11.9,5.0,1.0,False
NC,118.0,408,Yes,Yes,39,153.8,106.0,123.3,111.0,117.8,103,9.2,6.0,1.0,False
NJ,42.0,408,Yes,No,0,180.7,127.0,174.6,94.0,165.3,114,12.0,6.0,2.0,False
OH,134.0,408,No,No,0,202.7,105.0,224.9,90.0,253.9,108,12.1,7.0,0.0,False
TX,66.0,415,No,Yes,35,190.8,100.0,261.3,93.0,209.5,108,8.9,6.0,0.0,False
WA,66.0,415,No,No,0,205.1,102.0,232.7,109.0,259.9,95,9.2,6.0,2.0,False
TN,127.0,415,No,Yes,28,235.6,124.0,236.8,113.0,241.2,127,7.7,2.0,1.0,False
HI,146.0,510,No,No,0,189.3,77.0,155.9,128.0,186.0,83,7.4,3.0,0.0,False
WY,93.0,408,No,Yes,42,166.9,101.0,273.2,84.0,171.0,106,11.5,1.0,1.0,False
CT,77.0,415,No,No,0,245.2,87.0,254.1,83.0,239.4,91,7.5,4.0,0.0,True
NM,111.0,415,No,No,0,132.6,125.0,221.1,67.0,127.9,101,12.7,2.0,3.5,True
AL,115.0,510,No,Yes,14,192.3,86.0,88.7,90.0,229.4,120,10.5,3.0,2.0,False
MN,115.0,510,Yes,No,0,122.0,110.0,220.2,100.0,179.7,124,10.8,2.0,2.0,True
NC,114.0,408,No,No,0,193.0,101.0,250.0,81.0,133.3,79,9.6,2.0,2.0,False
OH,106.0,415,No,No,0,158.6,112.0,220.0,114.0,252.9,106,9.1,3.0,0.0,False
CO,59.0,510,No,No,0,153.6,92.0,205.5,88.0,114.5,89,12.5,10.0,1.0,False
ND,87.0,415,Yes,Yes,40,221.6,79.0,157.1,74.0,222.4,124,11.5,3.0,1.0,False
NY,21.0,415,No,No,0,244.7,81.0,168.0,117.0,281.5,87,6.6,1.0,1.0,False
WI,142.0,408,No,Yes,24,239.8,103.0,285.9,65.0,256.7,106,9.5,4.0,0.0,False
OR,149.0,415,No,No,0,242.5,83.0,245.4,97.0,219.6,80,10.0,3.0,3.0,True
CO,54.0,510,No,Yes,39,117.6,82.0,159.2,60.0,236.4,113,11.3,10.0,2.0,False
PA,88.0,510,No,No,0,218.2,76.0,169.3,60.0,141.1,99,8.0,1.0,1.0,False
IL,85.0,415,No,Yes,29,144.6,97.0,140.0,102.0,165.4,148,10.9,3.0,1.0,False
DE,51.0,415,Yes,No,0,153.6,108.0,232.9,85.0,214.2,92,14.1,4.0,0.0,True
MO,45.0,510,No,Yes,29,135.8,104.0,222.5,101.0,235.6,92,7.9,6.0,2.0,False
OH,146.0,408,No,Yes,31,202.5,91.0,241.4,108.0,169.6,77,7.8,2.0,1.0,False
WI,63.0,510,No,Yes,34,152.2,119.0,227.1,91.0,195.7,103,12.3,5.0,1.0,False
OH,72.0,510,No,No,0,138.9,111.0,211.6,102.0,179.5,91,10.8,3.0,1.0,False
TN,130.0,408,No,No,0,127.0,102.0,206.9,107.0,231.7,99,6.1,6.0,0.0,False
SD,97.0,415,No,No,0,168.6,87.0,259.2,105.0,279.8,123,7.3,4.0,1.0,False
NY,54.0,415,No,No,0,286.6,73.0,223.2,108.0,203.7,107,11.5,5.0,1.0,True
GA,160.0,415,No,Yes,29,164.6,121.0,262.8,108.0,123.8,131,15.2,4.0,1.0,False
TX,79.0,415,No,No,0,144.0,90.0,135.8,91.0,212.4,129,13.0,4.0,1.0,False
WV,92.0,415,No,Yes,47,141.6,95.0,207.9,130.0,203.6,95,10.2,10.5,0.0,False
MI,59.0,415,No,No,0,204.3,65.0,247.3,123.0,214.7,94,12.0,4.0,1.0,False
ND,132.0,510,No,No,0,163.2,80.0,167.6,90.0,87.5,90,6.2,10.0,1.0,False
SD,93.0,415,No,No,0,176.1,103.0,199.7,130.0,263.9,96,8.5,6.0,2.0,False
NJ,147.0,415,No,Yes,36,254.2,78.0,228.1,105.0,98.0,125,13.8,7.0,3.5,False
AK,101.0,510,No,No,0,174.9,105.0,262.0,75.0,210.0,93,8.5,5.0,1.0,False
CT,125.0,415,Yes,No,0,187.3,118.0,160.7,111.0,263.8,112,9.6,2.0,0.0,True
CO,63.0,415,No,No,0,211.8,84.0,230.9,137.0,217.1,99,10.7,9.0,3.0,False
MD,107.0,415,No,No,0,241.9,102.0,126.9,117.0,185.6,92,11.7,6.0,0.0,False
MN,117.0,408,No,No,0,161.6,104.0,196.3,119.0,294.8,111,13.8,2.0,1.0,False
KY,124.0,415,No,No,0,194.0,103.0,241.0,116.0,227.5,152,11.9,5.0,0.0,False
NH,115.0,510,No,No,0,109.7,148.0,223.8,87.0,240.3,96,15.4,8.0,3.0,False
CO,156.0,408,Yes,No,0,277.0,119.0,238.3,106.0,94.4,96,8.3,3.0,1.0,False
KY,89.0,408,No,No,0,192.1,83.0,163.6,88.0,169.7,138,6.1,3.0,0.0,False
KY,72.0,415,No,No,0,198.4,147.0,216.9,121.0,112.8,125,13.1,4.0,0.0,False
OR,53.0,415,No,No,0,184.8,98.0,216.4,125.0,141.1,116,17.5,3.0,2.0,False
SD,116.0,408,No,No,0,167.8,119.0,142.0,123.0,190.7,128,7.3,4.0,2.0,False
DE,78.0,408,No,No,0,139.2,140.0,191.4,113.0,286.5,125,11.8,3.0,3.0,False
NE,56.0,510,No,No,0,121.6,84.0,165.3,115.0,243.9,95,8.9,2.0,1.0,False
OH,123.0,408,No,Yes,39,270.4,99.0,245.1,110.0,108.9,113,15.4,7.0,1.0,False
AR,116.0,415,No,Yes,23,253.0,78.0,138.9,121.0,277.8,104,11.8,3.0,2.0,False
WI,102.0,408,No,No,0,200.6,106.0,152.5,127.0,199.4,128,7.7,2.0,3.0,False
OR,95.0,415,No,No,0,167.6,96.0,176.0,89.0,250.9,113,13.4,6.0,2.0,False
VA,102.0,408,No,No,0,156.5,67.0,204.3,103.0,141.9,72,9.9,2.0,2.0,False
AR,89.0,415,No,Yes,25,215.1,140.0,197.4,69.0,162.1,117,10.6,10.0,1.0,False
CT,50.0,408,No,No,0,301.7,82.0,167.1,118.0,72.2,89,10.5,6.0,1.0,False
OH,93.0,415,No,Yes,42,152.3,90.0,267.5,102.0,266.9,130,11.3,5.0,3.5,False
WY,68.0,510,No,No,0,195.4,116.0,212.1,101.0,138.4,134,15.1,10.5,1.0,False
IL,70.0,408,No,No,0,208.7,97.0,275.5,83.0,182.5,122,8.0,3.0,2.0,False
MO,138.0,415,No,Yes,29,190.1,87.0,223.2,123.0,256.2,130,14.2,6.0,0.0,False
MA,112.0,415,No,Yes,17,183.2,95.0,252.8,125.0,156.7,95,9.7,3.0,0.0,False
NH,117.0,510,Yes,No,0,54.2,100.0,303.2,84.0,171.8,84,8.6,2.0,1.0,True
IA,1.0,408,No,Yes,26,208.0,115.0,185.0,113.0,177.7,144,8.1,9.0,1.0,False
AL,70.0,415,No,No,0,230.3,110.0,77.9,87.0,247.1,105,13.2,4.0,1.0,False
WV,52.0,510,No,Yes,21,195.7,119.0,106.2,95.0,157.4,94,5.3,3.0,2.0,False
NV,105.0,408,No,No,0,166.1,93.0,175.9,106.0,243.5,55,16.2,3.0,2.0,False
SC,77.0,510,No,Yes,28,135.9,117.0,244.5,102.0,207.5,74,11.5,3.0,3.5,True
NC,80.0,415,Yes,No,0,189.1,122.0,223.2,92.0,269.0,116,13.9,3.0,2.0,True
NH,120.0,510,No,Yes,43,177.9,117.0,175.1,70.0,161.3,117,11.5,4.0,1.0,False
WY,54.0,408,No,Yes,39,143.9,73.0,210.3,117.0,129.2,117,12.5,8.0,2.0,False
FL,148.0,510,Yes,No,0,148.2,138.0,159.6,123.0,197.4,62,8.6,3.0,2.0,False
PA,119.0,408,No,No,0,287.1,115.0,159.3,99.0,216.8,86,13.9,1.0,2.0,True
MO,85.0,510,No,No,0,165.8,96.0,190.0,141.0,144.0,116,10.9,3.0,3.5,True
KS,101.0,510,No,Yes,25,144.1,144.0,167.6,105.0,240.0,107,14.5,3.0,1.0,False
KY,172.0,415,No,No,0,172.5,85.0,253.1,71.0,221.6,113,5.9,6.0,0.0,False
DE,80.0,415,No,No,0,199.8,138.0,167.1,91.0,271.8,94,5.5,4.0,1.0,False
WI,67.0,510,No,No,0,109.1,134.0,142.3,76.0,91.2,86,10.9,5.0,2.0,False
CO,86.0,408,No,No,0,171.8,106.0,301.7,46.5,139.4,108,9.7,5.0,1.0,False
NM,107.0,415,No,No,0,222.3,101.0,286.0,111.0,249.4,117,12.1,4.0,1.0,True
DE,133.0,510,No,No,0,245.8,102.0,264.7,90.0,111.7,103,11.2,7.0,0.0,False
IL,116.0,510,No,No,0,164.6,110.0,270.6,103.0,230.4,109,8.0,3.0,0.0,False
WA,63.0,408,No,No,0,211.7,107.0,271.7,77.0,203.3,108,7.4,7.0,0.0,False
MA,119.0,408,Yes,Yes,16,147.2,103.0,160.1,96.0,184.0,120,7.7,2.0,0.0,True
OH,133.0,408,Yes,No,0,254.7,103.0,252.2,80.0,178.1,103,8.0,3.0,0.0,True
TN,94.0,408,Yes,No,0,170.1,113.0,271.8,94.0,110.7,78,8.7,4.0,1.0,False
MA,69.0,510,No,No,0,195.1,91.0,261.5,57.0,203.8,90,11.4,5.0,0.0,False
MI,146.0,408,No,No,0,149.3,83.0,187.1,130.0,149.8,100,7.9,4.0,3.5,True
NH,142.0,408,Yes,Yes,25,191.1,109.0,149.6,120.0,227.8,60,9.8,3.0,0.0,False
MD,123.0,408,No,No,0,206.9,115.0,224.4,86.0,197.4,60,8.3,2.0,3.0,False
MS,101.0,408,No,No,0,239.0,154.5,273.0,106.0,278.2,93,13.5,8.0,1.0,True
AZ,43.0,415,No,No,0,179.3,97.0,252.7,126.0,227.5,114,8.0,5.0,0.0,False
IN,69.0,408,No,No,0,185.3,91.0,219.1,88.0,243.6,107,5.5,5.0,0.0,False
NY,15.0,510,Yes,No,0,141.4,80.0,123.9,76.0,323.5,88,8.1,3.0,2.0,False
WV,67.0,510,No,No,0,152.5,131.0,252.4,107.0,185.4,104,4.9,3.0,2.0,False
NY,99.0,415,No,No,0,145.6,102.0,230.9,87.0,181.5,86,11.4,7.0,1.0,False
OK,46.0,415,No,No,0,164.2,116.0,196.2,153.0,236.1,119,8.1,1.0,1.0,False
NC,55.0,408,Yes,No,0,221.0,115.0,165.4,97.0,235.4,117,9.7,4.0,1.0,False
KY,39.0,415,No,No,0,295.4,126.0,232.1,117.0,204.4,123,11.5,2.0,1.0,True
TX,92.0,510,No,No,0,139.8,98.0,174.9,143.0,201.6,135,9.4,7.0,2.0,False
CT,56.0,415,No,No,0,162.3,99.0,149.1,78.0,255.5,115,14.8,1.0,3.5,True
NE,76.0,415,No,No,0,272.7,97.0,236.4,95.0,235.5,105,7.7,2.0,0.0,True
HI,132.0,408,Yes,Yes,33,200.3,75.0,226.6,67.0,198.8,91,12.9,3.0,2.0,False
AK,51.0,510,Yes,Yes,12,135.8,60.0,200.6,134.0,192.4,98,12.3,7.0,2.0,False
SD,27.0,408,No,No,0,236.7,110.0,231.9,92.0,164.7,85,12.7,6.0,1.0,False
ID,206.5,510,No,No,0,111.4,133.0,175.0,66.0,217.2,106,5.5,6.0,3.0,False
OK,105.0,510,Yes,Yes,28,156.1,89.0,107.1,114.0,167.7,95,14.7,3.0,0.0,True
WA,117.0,408,No,No,0,191.1,93.0,282.8,56.0,84.8,118,12.0,4.0,2.0,False
VA,146.0,415,No,No,0,205.4,101.0,134.9,77.0,310.5,83,10.3,2.0,3.0,False
WI,147.0,415,Yes,No,0,225.2,111.0,184.9,98.0,143.2,146,9.9,1.0,0.0,True
IN,68.0,510,No,No,0,249.9,127.0,254.5,118.0,273.2,98,8.9,6.0,2.0,True
NM,68.0,408,No,No,0,131.6,89.0,137.0,109.0,256.3,107,10.2,5.0,3.0,False
VT,159.0,415,No,No,0,275.8,103.0,189.5,108.0,223.9,93,7.4,5.0,2.0,True
AZ,134.0,415,No,Yes,40,142.9,105.0,88.6,61.0,290.0,96,10.8,6.0,1.0,False
VT,113.0,510,No,No,0,207.2,113.0,256.0,80.0,211.0,87,9.9,1.0,1.0,False
MO,132.0,408,No,No,0,206.2,100.0,211.2,118.0,196.2,122,10.2,6.0,1.0,False
NJ,93.0,510,Yes,Yes,38,225.7,117.0,119.6,122.0,193.2,125,14.0,7.0,1.0,True
WA,174.0,408,No,Yes,33,167.8,91.0,205.3,91.0,130.0,132,14.5,4.0,3.5,True
NY,61.0,415,No,No,0,197.7,118.0,152.2,96.0,221.0,93,7.0,3.0,2.0,False
DC,91.0,415,No,Yes,39,169.8,105.0,65.2,116.0,144.4,92,10.9,4.0,1.0,False
NE,88.0,408,No,Yes,28,190.6,104.0,237.3,105.0,211.6,116,9.8,1.0,2.0,False
MA,88.0,408,No,Yes,45,80.3,140.0,153.3,101.0,309.2,123,12.8,3.0,2.0,False
NM,182.0,415,No,No,0,69.1,114.0,230.3,109.0,256.7,96,6.5,4.0,0.0,False
CO,118.0,408,No,No,0,188.8,60.0,217.4,64.0,220.1,100,8.2,7.0,3.5,False
NH,103.0,408,No,No,0,150.6,125.0,169.1,126.0,221.2,104,10.4,8.0,3.5,True
IL,65.0,510,No,No,0,192.0,89.0,139.5,88.0,187.4,102,5.5,4.0,2.0,False
UT,61.0,408,No,Yes,25,163.7,78.0,113.2,112.0,134.1,118,9.9,3.0,3.0,False
WV,172.0,415,No,No,0,211.7,100.0,198.7,101.0,301.7,136,6.5,9.0,1.0,False
NJ,72.0,415,No,No,0,175.5,103.0,132.3,120.0,242.9,96,11.8,3.0,1.0,False
NM,113.0,510,No,No,0,150.1,120.0,200.1,85.0,266.7,105,11.0,3.0,2.0,False
NM,67.0,415,No,No,0,215.5,102.0,190.7,95.0,214.5,106,8.6,6.0,1.0,False
DE,136.0,415,No,No,0,101.7,105.0,202.8,99.0,136.2,119,9.4,6.0,3.0,False
GA,71.0,415,No,No,0,258.4,132.0,126.8,119.0,182.4,87,9.7,8.0,3.5,False
HI,134.0,408,No,No,0,242.4,126.0,152.9,115.0,318.3,115,11.8,6.0,1.0,False
NJ,84.0,415,No,No,0,190.2,102.0,197.7,141.0,247.5,102,9.8,6.0,2.0,False
ME,39.0,408,No,No,0,154.1,104.0,204.2,112.0,196.2,92,9.8,4.0,2.0,False
OK,110.0,510,No,No,0,188.0,127.0,90.5,118.0,150.3,64,15.3,3.0,3.0,False
TN,102.0,510,No,No,0,103.1,70.0,275.0,129.0,141.1,92,11.2,5.0,1.0,False
WY,70.0,415,No,No,0,175.4,130.0,159.5,130.0,260.6,96,11.6,4.0,0.0,False
NY,142.0,415,No,No,0,145.4,93.0,209.1,98.0,214.0,96,10.9,1.0,1.0,False
RI,17.0,415,No,No,0,161.5,123.0,214.2,81.0,315.0,106,8.6,5.0,1.0,False
PA,119.0,408,No,No,0,260.1,101.0,256.5,68.0,229.1,89,10.0,2.0,1.0,True
MD,108.0,415,Yes,Yes,42,130.1,90.0,167.0,128.0,244.7,80,13.6,5.0,3.0,True
VA,90.0,415,No,No,0,102.0,118.0,113.3,134.0,188.6,105,11.4,3.0,2.0,False
IN,100.0,415,No,Yes,33,218.7,104.0,155.0,144.0,99.0,117,12.1,4.0,1.0,False
OR,155.0,408,No,Yes,30,128.5,86.0,188.4,91.0,254.4,85,6.8,6.0,1.0,False
AZ,113.0,510,No,No,0,128.7,100.0,227.1,67.0,178.1,135,9.2,4.0,2.0,True
WI,123.0,415,No,No,0,172.2,92.0,162.6,76.0,250.3,101,8.7,4.0,1.0,False
VA,145.0,408,No,No,0,199.2,124.0,126.0,86.0,289.2,135,7.6,3.0,1.0,False
MO,42.0,415,No,No,0,184.5,98.0,200.5,93.0,279.2,91,8.8,3.0,2.0,False
NV,125.0,510,No,No,0,168.6,99.0,175.6,107.0,243.3,92,10.9,7.0,0.0,False
HI,131.0,415,No,Yes,30,174.0,118.0,205.3,81.0,218.2,90,6.7,3.0,1.0,False
WA,107.0,415,No,No,0,230.4,65.0,257.4,80.0,107.3,88,8.5,3.0,1.0,False
IL,48.0,408,No,No,0,198.2,73.0,202.8,115.0,146.4,73,5.1,5.0,1.0,False
IL,76.0,510,No,No,0,186.1,96.0,211.6,100.0,230.6,100,8.0,4.0,0.0,False
LA,128.0,415,No,No,0,148.5,105.0,243.0,106.0,255.2,114,6.8,2.0,1.0,False
WI,73.0,415,No,No,0,157.1,109.0,268.8,83.0,181.5,91,10.0,8.0,0.0,False
TX,52.0,415,No,No,0,155.0,110.0,133.4,104.0,176.1,84,7.0,4.0,3.5,True
NC,124.0,415,No,No,0,188.5,77.0,182.0,123.0,218.2,127,6.1,6.0,1.0,False
WA,137.0,408,No,No,0,208.8,120.0,225.3,100.0,221.6,130,11.1,5.0,0.0,False
MS,107.0,510,No,Yes,30,198.9,87.0,207.0,90.0,159.8,76,12.6,4.0,3.0,False
KY,147.0,408,No,No,0,212.8,79.0,204.1,91.0,156.2,113,10.2,2.0,1.0,False
RI,116.0,510,No,No,0,137.4,126.0,120.0,94.0,130.3,64,12.4,2.0,3.0,False
NY,60.0,510,No,Yes,31,191.8,75.0,267.8,135.0,200.5,62,12.8,3.0,2.0,False
TX,38.0,510,No,No,0,149.0,92.0,63.54999999999997,78.0,163.3,93,13.9,10.5,0.0,False
DE,63.0,408,No,No,0,117.1,118.0,249.6,90.0,162.2,84,11.1,4.0,3.0,False
NM,94.0,415,No,No,0,108.0,79.0,241.9,152.0,252.1,92,10.4,3.0,3.0,False
RI,131.0,415,No,No,0,112.8,133.0,199.4,116.0,142.7,105,10.1,5.0,0.0,False
MS,158.0,510,No,No,0,175.9,105.0,188.3,88.0,188.3,98,11.0,6.0,1.0,False
NY,139.0,510,No,No,0,236.6,109.0,169.9,107.0,212.3,118,11.1,2.0,1.0,True
WI,140.0,415,No,No,0,129.6,79.0,246.2,99.0,172.1,124,9.4,10.0,3.0,False
SD,52.0,510,No,Yes,20,133.3,63.0,184.1,123.0,272.9,107,13.5,2.0,1.0,False
VA,103.0,510,No,No,0,167.8,121.0,212.9,123.0,208.2,73,13.0,3.0,3.5,False
CO,85.0,510,No,Yes,21,283.2,110.0,239.7,108.0,149.5,80,6.3,1.0,3.5,False
WA,71.0,408,No,No,0,141.2,132.0,149.1,90.0,171.4,72,7.0,2.0,2.0,False
NV,177.0,415,No,Yes,27,230.2,106.0,196.1,78.0,215.4,108,10.4,2.0,1.0,False
SC,49.0,415,Yes,No,0,237.8,92.0,208.9,119.0,167.8,86,15.6,6.0,2.0,True
RI,106.0,510,Yes,No,0,204.0,84.0,168.5,61.0,164.0,102,13.3,3.0,3.0,True
ID,60.0,510,No,No,0,221.1,106.0,178.6,48.0,202.7,90,7.4,3.0,1.0,False
KY,43.0,408,No,No,0,177.2,93.0,142.6,60.0,314.1,144,12.7,2.0,3.5,False
SD,125.0,415,No,No,0,163.8,73.0,255.6,85.0,192.9,95,15.7,4.0,0.0,False
SC,114.0,510,No,Yes,4,141.3,96.0,230.4,88.0,223.7,85,9.4,3.0,3.0,False
TN,112.0,415,No,No,0,272.5,119.0,226.1,94.0,159.1,94,16.4,5.0,3.0,True
MT,101.0,408,No,Yes,16,118.9,112.0,228.3,97.0,180.1,111,8.2,5.0,2.0,False
WI,70.0,415,No,No,0,34.64999999999996,100.0,136.4,83.0,156.6,89,12.1,1.0,0.0,False
AK,59.0,408,No,No,0,159.5,96.0,167.2,123.0,138.6,106,10.2,4.0,0.0,False
AZ,59.0,408,No,No,0,150.2,70.0,185.7,98.0,212.5,128,12.1,2.0,1.0,False
DE,99.0,415,No,No,0,140.7,88.0,210.9,98.0,229.9,125,12.4,4.0,2.0,False
VA,150.0,510,No,No,0,169.2,123.0,216.8,83.0,179.4,107,12.6,3.0,1.0,False
MA,81.0,510,No,No,0,220.8,77.0,148.5,87.0,183.9,100,7.6,3.0,2.0,False
IN,86.0,510,No,No,0,216.3,96.0,266.3,77.0,214.0,110,4.5,3.0,0.0,False
MD,84.0,510,No,No,0,169.5,96.0,157.6,94.0,98.2,70,10.6,7.0,0.0,False
NV,118.0,510,No,Yes,35,256.3,119.0,258.1,91.0,215.5,130,11.7,1.0,1.0,False
CO,89.0,415,No,No,0,179.7,128.0,299.8,92.0,185.3,120,7.6,3.0,1.0,False
KS,93.0,415,No,No,0,266.0,120.0,130.1,84.0,165.8,63,13.1,6.0,3.0,False
AR,85.0,415,No,No,0,96.7,97.0,193.8,95.0,171.7,88,9.7,3.0,2.0,False
WY,160.0,408,No,No,0,82.7,116.0,194.6,95.0,159.0,54,10.9,9.0,0.0,False
PA,28.0,415,No,No,0,168.2,87.0,161.7,92.0,192.4,112,10.1,3.0,3.0,False
TX,73.0,408,No,No,0,286.4,109.0,178.2,67.0,214.2,152,10.7,10.5,1.0,True
NY,156.0,408,No,No,0,174.3,95.0,186.6,128.0,258.2,105,12.9,5.0,3.0,False
OR,33.0,415,Yes,No,0,190.6,100.0,161.7,104.0,189.9,136,13.0,6.0,1.0,False
CA,77.0,510,No,No,0,175.5,86.0,205.1,78.0,245.2,100,17.5,3.0,3.5,False
NY,119.0,415,No,No,0,133.4,102.0,204.6,71.0,196.9,103,11.1,7.0,1.0,False
AR,91.0,510,No,Yes,27,204.6,96.0,136.0,93.0,210.5,82,6.6,2.0,3.0,False
MI,102.0,510,No,No,0,242.2,88.0,233.2,89.0,188.5,121,6.2,6.0,3.0,False
OK,86.0,415,No,Yes,33,253.1,112.0,210.1,94.0,95.0,98,11.9,4.0,3.0,False
TX,82.0,415,No,No,0,130.0,110.0,185.3,88.0,178.7,105,8.3,4.0,0.0,False
NC,89.0,408,No,No,0,105.9,151.0,189.6,142.0,170.9,67,12.7,7.0,0.0,False
ID,86.0,415,No,No,0,194.2,98.0,193.8,95.0,192.0,123,9.3,7.0,3.0,False
OR,92.0,415,No,No,0,196.5,82.0,190.0,89.0,163.2,99,10.8,2.0,2.0,False
SD,87.0,510,No,No,0,184.5,81.0,172.0,103.0,183.4,96,13.7,3.0,3.0,False
NE,64.0,408,No,No,0,261.9,113.0,148.1,99.0,145.2,74,13.8,4.0,0.0,False
RI,80.0,510,No,No,0,202.4,118.0,260.2,67.0,177.4,112,9.2,5.0,3.0,False
MD,165.0,415,No,Yes,39,167.4,113.0,172.7,94.0,192.6,113,9.5,4.0,3.0,False
